K562	LR	3.398360026841995	1.12793149105
K562	LR	-0.5361434317502807	-0.769814722064
K562	LR	4.790196415189173	5.37647477155
K562	LR	-1.9310215365615626	0.407816299043
K562	LR	4.044628969976168	1.74187272947
K562	LR	-3.3524072174927233	-1.7091299715
K562	LR	4.498419816041211	3.29217174906
K562	LR	3.497113438491982	2.95756655673
K562	LR	-1.742969305058623	-2.43656396383
K562	LR	-2.2537949288246137	-1.00780256616
K562	LR	1.1662709371419244	1.75379449576
K562	LR	3.0231042203498415	1.22902271592
K562	LR	1.2864740258376797	0.571496875663
K562	LR	0.34358970439007686	0.445964693083
K562	LR	2.3974406240067245	2.33885507364
K562	LR	1.5612975371061655	2.41607897488
K562	LR	3.475840924657921	2.18542949533
K562	LR	-1.4696759700589417	-10.2571348919
K562	LR	1.1817271953786161	-0.77734792805
K562	LR	3.8675485153263165	-0.740735453387
K562	LR	0.46058440732924394	1.55444396016
K562	LR	-0.01005033585350145	-2.86208180475
K562	LR	4.66263688563642	1.48512447088
K562	LR	2.8183982582710754	3.03040122545
K562	LR	3.31582103092468	3.17251312958
K562	LR	-0.5361434317502807	-0.630597499211
K562	LR	1.5443659156903855	0.465968335651
K562	LR	1.7146984230915934	-0.206666677571
K562	LR	2.0014800002101243	1.97183846649
K562	LR	-2.995732273553991	-0.506964537394
K562	LR	3.4005304926744517	4.60548056427
K562	LR	3.674273301724574	2.69493820814
K562	LR	4.434263234009391	5.59516488846
K562	LR	4.13947725232944	3.06320164221
K562	LR	2.425687290128029	1.94585703897
K562	LR	3.0418999543989984	1.36370879328
K562	LR	4.422748624193804	4.571909123
K562	LR	-3.912023005428146	-1.61940118535
K562	LR	-1.742969305058623	-3.32550120558
K562	LR	-3.6888794541139363	-4.49684353222
K562	LR	2.808800104202353	0.784350443834
K562	LR	2.9298595294032834	2.81545844902
K562	LR	4.03007267220196	3.96991226489
K562	LR	5.5960673371991	4.54273848913
K562	LR	-3.506557897319982	-0.533362597941
K562	LR	-5.298317366548036	-3.02880724606
K562	LR	2.286455711064162	2.31180313299
K562	LR	2.315007612992603	3.31373519002
K562	LR	2.975784635744295	1.53016594852
K562	LR	2.9639835752394106	3.8015305166
K562	LR	4.9027902129788306	-0.509937303893
K562	LR	2.6486539911455536	1.39562426402
K562	LR	1.410986973710262	0.713299871178
K562	LR	1.9344157696295783	1.31405009038
K562	LR	2.045755484025029	3.31023776897
K562	LR	-2.4651040224918206	0.930112678547
K562	LR	-5.298317366548036	0.910063130389
K562	LR	2.2560174571777107	2.31276736307
K562	LR	-4.605170185988091	-1.43177606658
K562	LR	0.7654678421395714	1.82111681818
K562	LR	0.26620304077465684	-0.755525662067
K562	LR	4.885298802784958	2.72409112642
K562	LR	2.6550009800123946	2.53834743551
K562	LR	-4.199705077879927	-0.663993415668
K562	LR	0.16551443847757333	1.59622354301
K562	LR	-3.101092789211817	-1.24510878063
K562	LR	2.3194422100604686	0.540493441022
K562	LR	1.1939224684724346	0.795482558801
K562	LR	3.185319041339358	1.00416765935
K562	LR	1.8453002361560848	-0.501818009717
K562	LR	3.020180953956301	2.62362722047
K562	LR	4.067230269730529	8.6698133109
K562	LR	3.8784662218993033	3.40072695907
K562	LR	4.378206848571016	3.92973716839
K562	LR	0.8197798314933114	-1.26568349494
K562	LR	2.66374994220563	0.533270371002
K562	LR	1.1615870878294983	-0.60836431147
K562	LR	1.7817091333745534	0.881582686658
K562	LR	-3.506557897319982	0.035053807551
K562	LR	4.660888674744435	4.8515155382
K562	LR	3.013817741100376	0.431660087864
K562	LR	3.9610988430747387	2.86864449301
K562	LR	-1.6607312068216509	0.876957597689
