K562_short	SVM	0	0.693053219241	0.686905117292	0.69850456031	0.657917086508	0.693578123862
K562_short	SVM	1	0.687261396603	0.693640205276	0.707779793841	0.655290833646	0.697512257352
K562_short	SVM	2	0.683211951661	0.698787287781	0.711027442421	0.659323321596	0.68590935372
K562_short	SVM	3	0.686744087095	0.695713469061	0.70776740001	0.661195409821	0.689275223485
K562_short	SVM	4	0.688787931902	0.693983787975	0.702881596772	0.654345184315	0.682737865492
K562_short	SVM	5	0.70019692135	0.69130960285	0.706554353767	0.65987050925	0.694550651581
K562_short	SVM	6	0.688266441802	0.700164250801	0.707443921012	0.651641470008	0.685087029915
K562_short	SVM	7	0.685383691605	0.708230624971	0.71267473753	0.662197296162	0.677998459209
K562_short	SVM	8	0.693211926887	0.707898345353	0.720121261246	0.663103750002	0.684827854533
K562_short	SVM	9	0.698517097691	0.706145283921	0.727648964557	0.65495403128	0.704179978082
K562_short	SVM	10	0.699038278116	0.704479860077	0.731011411001	0.656435249048	0.703662712382
K562_short	SVM	11	0.698391679941	0.712674439058	0.729631977572	0.667884670442	0.695055051517
K562_short	SVM	12	0.706599420044	0.710894126362	0.734716701803	0.675419035438	0.685727837947
K562_short	SVM	13	0.714238754518	0.699517652626	0.727791803464	0.678100595771	0.695395141702
K562_short	SVM	14	0.709967583383	0.705755250204	0.728636133224	0.677715147617	0.69452383499
K562_short	SVM	15	0.712484454393	0.715276470268	0.731819178958	0.677098864353	0.700413874563
K562_short	SVM	16	0.710355759059	0.72200598413	0.723839100803	0.685283285803	0.700734743607
K562_short	SVM	17	0.717226019507	0.72483562533	0.729563346731	0.680322964654	0.697897145196
K562_short	SVM	18	0.719588982809	0.732902618846	0.743707496905	0.684039874674	0.7012030264
K562_short	SVM	19	0.722974642699	0.740167867787	0.742039751975	0.696925431274	0.704287399457
K562_short	SVM	20	0.728153776406	0.731958888991	0.739026036961	0.703359069124	0.702450075412
K562_short	SVM	21	0.730351374083	0.73720274445	0.747954707983	0.706021419019	0.714208918299
K562_short	SVM	22	0.736471140911	0.742715396469	0.746353424973	0.704379856058	0.715571449166
K562_short	SVM	23	0.74357272743	0.753211623407	0.753289322838	0.711152929964	0.731017805907
K562_short	SVM	24	0.751422794691	0.766741411516	0.762568584364	0.715235922777	0.725046076485
K562_short	SVM	25	0.758517413558	0.774269728057	0.772908757853	0.715117406764	0.731744179017
K562_short	SVM	26	0.762259972105	0.776005602612	0.771382147677	0.715983735575	0.743522863082
K562_short	SVM	27	0.771824546452	0.776064595405	0.773305825225	0.722543945427	0.760302143932
K562_short	SVM	28	0.782107563217	0.788673724331	0.789589305611	0.74093856006	0.753739054413
K562_short	SVM	29	0.784535712782	0.797259266049	0.806582642687	0.751571073046	0.765134555736
K562_short	SVM	30	0.790085835288	0.806795195602	0.812331676278	0.759418072437	0.774279168469
K562_short	SVM	31	0.80175448593	0.814667249679	0.828647535549	0.765709800918	0.779354634698
K562_short	SVM	32	0.8112592933	0.822901312024	0.834597039362	0.779582990954	0.790368813389
